Cluster,uplift_score,cluster
3,0.8112032183972011,3
1,0.7845070104607808,1
2,0.7477739166509272,2
1,0.7921231161704636,1
3,0.888873210664338,3
1,0.8781999914846594,1
1,0.8457429475244211,1
1,0.8306645719137578,1
1,0.8711082630060918,1
2,0.76086229526629,2
0,0.7589526862560216,0
3,0.7653318000454175,3
1,0.785851448938486,1
1,0.7541205978606396,1
3,0.8296396154493226,3
1,0.9009887424461078,1
1,0.8640413455156912,1
0,0.8252131716201754,0
1,0.8917435713893953,1
1,0.8814949785352311,1
1,0.8003747123890679,1
1,0.7606502877700236,1
1,0.8954256377648893,1
2,0.7481434943196703,2
1,0.7858242692175008,1
1,0.765037997380138,1
1,0.838074982873575,1
1,0.770061214459671,1
2,0.7422912617373181,2
1,0.838401610858007,1
3,0.906149268756482,3
3,0.837129681217468,3
3,0.8813962123438412,3
1,0.8876865357262778,1
3,0.789033268935668,3
1,0.8233150994795957,1
1,0.792537703653887,1
1,0.8154810411187681,1
2,0.7716193535748197,2
1,0.8225437847315422,1
1,0.8633605246866014,1
1,0.8082200572252167,1
1,0.8691224593961329,1
1,0.869744984972783,1
3,0.7662493080169508,3
1,0.8763124910009452,1
3,0.8452674779280673,3
2,0.7695488956124075,2
3,0.8009164311553314,3
3,0.8263064952047368,3
3,0.8404489647230384,3
0,0.777088626997454,0
2,0.8191940937552884,2
1,0.8085934458429591,1
1,0.8103549861418213,1
3,0.7966795439364669,3
1,0.8866259468418951,1
1,0.8716488734538492,1
3,0.8595387053111907,3
3,0.8403206769302369,3
1,0.7932562273956947,1
1,0.8468298749861938,1
1,0.8537837830304518,1
3,0.8631305352816585,3
1,0.763238999904787,1
1,0.8188314304413884,1
1,0.8868740297482409,1
1,0.8408011304418193,1
2,0.8136046136485653,2
1,0.8457594979914722,1
2,0.751807903809943,2
3,0.8079500966220985,3
1,0.8004806583971071,1
